name,depth,importance,id,new_depth,depth_name
antitrust and merger control,1,19.612784514115184,3,1,2009-2011
diminish impati,1,13.57680358280188,9,1,2009-2011
certainti effect,1,10.90601019014963,13,1,2009-2011
strotz,1,10.685801529498654,14,1,2009-2011
allai,1,9.678840023402632,15,1,2009-2011
willing to pay-willing to accept gap,1,9.005463163816282,17,1,2009-2011
dynam pivot mechan,1,5.49036271348624,26,1,2009-2011
low moral,1,5.3419712283760195,27,1,2009-2011
parimutuel,1,4.923210153384904,28,1,2009-2011
real-effort experi,1,4.371191071947749,33,1,2009-2011
experiment econom,1,4.236805237828098,34,1,2009-2011
sign effect,1,4.176379278549269,36,1,2009-2011
ultimatum game,1,4.130255878825362,37,1,2009-2011
experiment procedur,1,3.6268003603449968,41,1,2009-2011
blotto,1,3.5838939981710687,43,1,2009-2011
privat evalu,1,3.4510089908661357,45,1,2009-2011
probabl premium,1,3.229834802405729,47,1,2009-2011
psycholog pressur,1,3.112046095440428,51,1,2009-2011
multi-dimension incomplet inform,1,3.027641359257303,54,1,2009-2011
random natur experi,1,2.9803471790998906,56,1,2009-2011
social-ident,1,2.927611393697858,57,1,2009-2011
face valu,1,2.7209657165863357,66,1,2009-2011
level-k reason,1,2.6007706931662526,70,1,2009-2011
prudent order,1,2.5205052197029234,71,1,2009-2011
third price auction,1,2.4769408052716906,73,1,2009-2011
public-good experi,1,2.244396721992489,79,1,2009-2011
groupi,1,2.241662747849007,80,1,2009-2011
donat,1,1.9565778213620915,90,1,2009-2011
risk and time prefer,1,1.9415547985365138,92,1,2009-2011
discretionari reward,1,1.9394948731387278,93,1,2009-2011
myopic loss avers,1,1.7145057219962994,109,1,2009-2011
ebay motor,1,1.6978557651831476,110,1,2009-2011
endow effect,1,1.693716583297456,112,1,2009-2011
buy-it-now-price,1,1.6224109800907465,115,1,2009-2011
all-pay-auction,1,1.5507076972711538,120,1,2009-2011
2 x 2 game,1,1.513680241407195,130,1,2009-2011
all-pay contest,1,1.4393956864851367,142,1,2009-2011
imag motiv,1,1.4216652998445654,146,1,2009-2011
onlin disclosur,1,1.4188271356213868,148,1,2009-2011
fair norm,1,1.383308916830905,156,1,2009-2011
race game,1,1.3831157113230772,158,1,2009-2011
allai paradox,1,1.3819184754308558,159,1,2009-2011
relat contract,1,1.3603164499004576,162,1,2009-2011
mini-ultimatum game,1,1.3534253491766313,165,1,2009-2011
cognit sophist,1,1.3393850840567436,170,1,2009-2011
higher-degre ross risk avers,1,1.3055494029434205,177,1,2009-2011
voluntari leadership,1,1.296387460276463,179,1,2009-2011
all-inclus util,1,1.2743934108844772,183,1,2009-2011
group membership,1,1.2701942107641786,187,1,2009-2011
loudest,1,1.2672684456202814,190,1,2009-2011
punish,1,1.2608511769171877,191,1,2009-2011
euu,2,12.172647115885248,11,2,2012-2014
reflect exampl,2,6.119514653264204,22,2,2012-2014
mini-ultimatum game,2,6.0357121992614635,24,2,2012-2014
clark differenti,2,6.015341322229386,25,2,2012-2014
expect uncertain util,2,4.4637518062811825,32,2,2012-2014
sell-on fee,2,4.187341846447762,35,2,2012-2014
interim perform evalu,2,3.6713263681415396,40,2,2012-2014
insur bargain,2,3.5912429894611293,42,2,2012-2014
calculus of consent,2,3.5441753989061193,44,2,2012-2014
critic abil,2,3.305114549157457,46,2,2012-2014
last-minut bid,2,3.1166829008045345,49,2,2012-2014
baillon,2,3.1129600847530776,50,2,2012-2014
nau,2,3.059757326632102,52,2,2012-2014
level-k reason,2,3.0280290819249247,53,2,2012-2014
vector expect util,2,2.892841088838238,58,2,2012-2014
chess,2,2.854111575306666,59,2,2012-2014
competit frame,2,2.8439173110776546,60,2,2012-2014
psycholog pressur,2,2.787278725382861,62,2,2012-2014
low-valuat bidder,2,2.773644145131182,63,2,2012-2014
rank mechan,2,2.4513598065972957,75,2,2012-2014
hrb,2,2.3503157667132,77,2,2012-2014
multipr,2,2.2295548306846293,82,2,2012-2014
cost-base procur,2,1.990780832726268,89,2,2012-2014
stochast contest,2,1.8028825001718611,102,2,2012-2014
multi-util represent,2,1.7585659092827812,106,2,2012-2014
bargain restrict,2,1.7226930432650702,107,2,2012-2014
chess-puzzl,2,1.7217165303615392,108,2,2012-2014
guess game,2,1.5651259517421765,119,2,2012-2014
effici auction,2,1.5323775075302923,125,2,2012-2014
deleg search,2,1.5198380877227458,128,2,2012-2014
impuls-match,2,1.513680241407195,129,2,2012-2014
ambigu-avers,2,1.4815826911563033,133,2,2012-2014
oppon,2,1.4678363477178018,135,2,2012-2014
booki,2,1.4671503220559692,136,2,2012-2014
learn-by-observ,2,1.4260682372691538,144,2,2012-2014
ration inattent consum,2,1.3868970168911137,152,2,2012-2014
charit fund-rais,2,1.3855879017680257,154,2,2012-2014
race game,2,1.3831157113230772,157,2,2012-2014
antisoci punish,2,1.3753886017624743,160,2,2012-2014
legal system improv,2,1.3603164499004576,161,2,2012-2014
gift-exchang game,2,1.3552064865074755,164,2,2012-2014
level-k theori,2,1.3409110659879293,168,2,2012-2014
voluntari leadership,2,1.296387460276463,178,2,2012-2014
high-valuat bidder,2,1.2872583405881552,181,2,2012-2014
labpw,2,1.2560434358876151,192,2,2012-2014
level-k analysi,2,1.2456781415063463,194,2,2012-2014
player type,2,1.2428888733276915,195,2,2012-2014
lotteri blotto game,3,8.302953500977404,18,3,2015-2017
partial ambigu,3,7.550122894663002,20,3,2015-2017
infinit supermodular,3,4.588363721024218,31,3,2015-2017
groupi,3,4.024893170117136,38,3,2015-2017
implement in undomin strategi,3,2.4513598065972957,74,3,2015-2017
matcher,3,2.1391023559037303,84,3,2015-2017
strateg sophist,3,1.992924351727071,88,3,2015-2017
quasi-hyperbol prefer,3,1.9415547985365138,91,3,2015-2017
abil apprais,3,1.938088265307919,94,3,2015-2017
probabl premium,3,1.9021055253386232,96,3,2015-2017
tune-in,3,1.8714291739378541,99,3,2015-2017
match-fix,3,1.8397599046597677,101,3,2015-2017
richter-peleg multi-util represent,3,1.7585659092827812,105,3,2015-2017
logic abil,3,1.6944067215285494,111,3,2015-2017
discretionari bonus,3,1.6658260189442886,113,3,2015-2017
releas of player,3,1.6152034283661656,117,3,2015-2017
zeiler,3,1.5274767288491449,126,3,2015-2017
pay-what-you-want,3,1.5126890872799441,131,3,2015-2017
moral cleans,3,1.5073782811267191,132,3,2015-2017
regret premium,3,1.4774734627936401,134,3,2015-2017
recurs non-expect util,3,1.45896832832951,138,3,2015-2017
ambigu model,3,1.4469932683711402,141,3,2015-2017
pwfs,3,1.4155410150479468,149,3,2015-2017
identifi victim,3,1.3855879017680257,153,3,2015-2017
just desert,3,1.383308916830905,155,3,2015-2017
auction fever,3,1.3495398225827575,166,3,2015-2017
endow effect for risk,3,1.3435738882198804,167,3,2015-2017
higher-order ration,3,1.3336223603963753,171,3,2015-2017
compar prudenc,3,1.3277292770671054,172,3,2015-2017
equal equival test,3,1.3124926337238023,174,3,2015-2017
downsid ambigu,3,1.3055494029434205,176,3,2015-2017
pwyw,3,1.2835780818149307,182,3,2015-2017
feedback credibl,3,1.273981926473478,185,3,2015-2017
irrevers project select,4,6.088050556669547,23,4,2018-2020
pwyw,4,2.796267169094875,61,4,2018-2020
fpcr,4,2.7638890598869716,64,4,2018-2020
trichotom,4,2.712151434900528,67,4,2018-2020
punan,4,2.065127939412681,85,4,2018-2020
tubu,4,2.065127939412681,86,4,2018-2020
ex post adapt,4,2.0356042414549163,87,4,2018-2020
tune-in,4,1.8714291739378541,98,4,2018-2020
non-clairvoy,4,1.568675060996069,118,4,2018-2020
decis make in sport,4,1.5502744454457207,121,4,2018-2020
lotteri blotto game,4,1.5418481409409546,123,4,2018-2020
ambigu transfer,4,1.5323775075302923,124,4,2018-2020
asymmetr-inform alloc,4,1.523281282036384,127,4,2018-2020
fgf,4,1.463206013774681,137,4,2018-2020
pro-and anti-social,4,1.4533917898974535,140,4,2018-2020
excus-driven behavior,4,1.4216652998445654,145,4,2018-2020
conflict voter,4,1.4202331125711392,147,4,2018-2020
intraneiwork,4,1.4134917278072372,150,4,2018-2020
decoy and compromis effect,4,1.3868970168911137,151,4,2018-2020
indirect higher order belief,4,1.3552064865074755,163,4,2018-2020
cognit sophist,4,1.3393850840567436,169,4,2018-2020
domin bargain power,4,1.3269381902354125,173,4,2018-2020
social risk take,4,1.2701942107641786,186,4,2018-2020
behavior contagion,4,1.2675739266888821,188,4,2018-2020
cautious expect util,4,1.2673331792679141,189,4,2018-2020
