name,depth,importance,id,new_depth,depth_name
posit rule(simpl and sequenti),3,4.287573207853535,12,3,2015-2017
resolut domain,3,3.6135467284284095,15,3,2015-2017
sequenti equal surplus divis,3,3.009833413453254,24,3,2015-2017
binari restrict domain,3,2.8518326240811054,26,3,2015-2017
samr,3,2.248086211650058,34,3,2015-2017
mechan reason,3,2.1704562622422983,37,3,2015-2017
q-major,3,2.1437866039267677,38,3,2015-2017
just sequenc rule,3,2.1006206244420946,39,3,2015-2017
(weak) alpha-core,3,1.8335163050603398,46,3,2015-2017
procedur egalitarian solut,3,1.6757445824941988,60,3,2015-2017
discontinu bayesian game,3,1.4650619057894545,74,3,2015-2017
quasi-weak transfer continu,3,1.4179289691672663,78,3,2015-2017
age-base prefer,3,1.1105250865466547,90,3,2015-2017
ohseto,3,1.0743359736421987,95,3,2015-2017
probabilist social choic,3,1.0092944478320145,105,3,2015-2017
bound respons,3,0.9995858192330368,106,3,2015-2017
general optim choic set,3,0.9871495907487805,109,3,2015-2017
endogen differenti inform,3,0.9772434746158314,110,3,2015-2017
bargain under risk,3,0.9376727794648654,114,3,2015-2017
appoint problem,3,0.912877599446362,116,3,2015-2017
relax nash equilibrium,3,0.8733989037112778,122,3,2015-2017
fraction match,3,0.8630240300936183,124,3,2015-2017
multi-type game,3,0.8601266654686065,130,3,2015-2017
credit market segment,3,0.7619186412259026,141,3,2015-2017
extern angl,3,0.7580846972948052,143,3,2015-2017
modifi serial dictatorship,3,0.7444173049156921,153,3,2015-2017
mani-to-one match with wage,3,0.7440356020534714,155,3,2015-2017
bitopolog space,3,0.7403621930615853,157,3,2015-2017
maxim lotteri,3,0.7308753519740094,166,3,2015-2017
contract core,3,0.7298798625974733,167,3,2015-2017
irreduc core,3,0.7215228304867844,170,3,2015-2017
bequest game,3,0.7038127246475634,178,3,2015-2017
ordin game,3,0.6954348966779693,181,3,2015-2017
ecsmp,3,0.6914578247623651,182,3,2015-2017
ordin shapley-shubik rule,3,0.6862610597902867,184,3,2015-2017
pairwis-major-loser,4,10.720040731479445,3,4,2018-2020
sequenti dichotom domain,4,7.761227261246878,5,4,2018-2020
social-maxim nash equilibrium distribut,4,5.0971259170392225,8,4,2018-2020
symmetr balanc vcg rule,4,4.104174586542519,13,4,2018-2020
coalit surplus desir,4,2.6686879072797165,28,4,2018-2020
fair distribut of surplus,4,2.2493097974213425,33,4,2018-2020
contract core,4,2.2371393651434226,36,4,2018-2020
non-empti of the alpha-core,4,1.9418342998594766,42,4,2018-2020
coalit popul game,4,1.8249664328386364,47,4,2018-2020
tu core,4,1.8249664328386364,48,4,2018-2020
match stabil,4,1.8108257090836992,50,4,2018-2020
antidu,4,1.6757445824941988,59,4,2018-2020
coalit desir,4,1.5165383033554019,69,4,2018-2020
sd-core from equal divis,4,1.4956985525745896,72,4,2018-2020
reassign-proof,4,1.3417280175573896,79,4,2018-2020
sd-equal-divis-lower-bound,4,1.1217739144309422,87,4,2018-2020
top-connected,4,1.0794985897088567,93,4,2018-2020
separator,4,1.075565835268522,94,4,2018-2020
alpha-endow,4,1.060306850626507,98,4,2018-2020
demand and suppli graph,4,1.0409331053611022,101,4,2018-2020
airport cost pool game,4,1.0222255953973622,104,4,2018-2020
land monoton,4,0.8944853450382597,119,4,2018-2020
insepar top-pair,4,0.8716933461514683,123,4,2018-2020
maxim conflict properti,4,0.8608582651807696,126,4,2018-2020
top-circular,4,0.8608582651807696,127,4,2018-2020
weak conflict properti,4,0.8608582651807696,128,4,2018-2020
"(j , 2) game",4,0.8601266654686065,129,4,2018-2020
match inequ,4,0.8434719955462082,132,4,2018-2020
weight ensc valu,4,0.8254072936902366,135,4,2018-2020
skew-symmetr game,4,0.8113836522393458,137,4,2018-2020
lower singl-deviat properti,4,0.7348166187740429,161,4,2018-2020
viabl propos,4,0.7342529556024129,162,4,2018-2020
hodg decomposit,4,0.7250654535355197,168,4,2018-2020
hypergraph communic situat,4,0.7175106553404262,172,4,2018-2020
